fist,0.0,0.0,-0.08136320114135742,-0.05547291040420532,-0.1362433135509491,-0.14726310968399048,-0.15049242973327637,-0.24181538820266724,-0.14642485976219177,-0.32906800508499146,-0.11164283752441406,-0.2602640390396118,-0.12943819165229797,-0.3441513478755951,-0.13885274529457092,-0.29698508977890015,-0.1348663568496704,-0.24359089136123657,-0.07110610604286194,-0.2773348093032837,-0.09477898478507996,-0.3437913656234741,-0.09702321887016296,-0.2591087222099304,-0.08212941884994507,-0.19676190614700317,-0.02522486448287964,-0.28405022621154785,-0.05273658037185669,-0.3391207754611969,-0.057217419147491455,-0.24978351593017578,-0.04141581058502197,-0.18574684858322144,0.025695323944091797,-0.280647337436676,-0.006186127662658691,-0.334134578704834,-0.01824343204498291,-0.26776576042175293,-0.011036276817321777,-0.20945745706558228
fist,0.0,0.0,-0.08912357687950134,-0.0747385025024414,-0.14281055331230164,-0.15680921077728271,-0.15184566378593445,-0.24731004238128662,-0.13250532746315002,-0.3296179175376892,-0.13258096575737,-0.25266924500465393,-0.16456586122512817,-0.33385568857192993,-0.1640593707561493,-0.2708812355995178,-0.1466011106967926,-0.2204330563545227,-0.09183147549629211,-0.2676798701286316,-0.12309116125106812,-0.3582407236099243,-0.12180101871490479,-0.2716764807701111,-0.1014142632484436,-0.2166416049003601,-0.042088449001312256,-0.2722710967063904,-0.07842594385147095,-0.34749871492385864,-0.07580596208572388,-0.2529844045639038,-0.05558419227600098,-0.1989012360572815,0.015047550201416016,-0.2622302174568176,-0.03185659646987915,-0.3146016001701355,-0.03542923927307129,-0.24485880136489868,-0.017875194549560547,-0.20318037271499634
fist,0.0,0.0,-0.08269697427749634,-0.05761462450027466,-0.13545221090316772,-0.1361219882965088,-0.13996118307113647,-0.22807717323303223,-0.11663416028022766,-0.30953288078308105,-0.12476924061775208,-0.2390630841255188,-0.16165980696678162,-0.3274218440055847,-0.15854018926620483,-0.25623536109924316,-0.13946488499641418,-0.20410311222076416,-0.08223199844360352,-0.25296077132225037,-0.11577442288398743,-0.34464025497436523,-0.11168888211250305,-0.2504158616065979,-0.09107866883277893,-0.1989346742630005,-0.0337335467338562,-0.25649407505989075,-0.06923976540565491,-0.3313790559768677,-0.06499877572059631,-0.22975435853004456,-0.04430735111236572,-0.17906373739242554,0.02222377061843872,-0.24798360466957092,-0.022142767906188965,-0.2939091920852661,-0.023621678352355957,-0.22133654356002808,-0.005948305130004883,-0.18357259035110474
fist,0.0,0.0,-0.08866512775421143,-0.05785435438156128,-0.14298084378242493,-0.13279235363006592,-0.141343891620636,-0.22354817390441895,-0.10363483428955078,-0.2852455973625183,-0.13806357979774475,-0.21141788363456726,-0.1732988953590393,-0.2986838221549988,-0.15800002217292786,-0.2339877188205719,-0.13724976778030396,-0.18497008085250854,-0.09496268630027771,-0.227666437625885,-0.12517017126083374,-0.31935223937034607,-0.11486455798149109,-0.23839432001113892,-0.09738275408744812,-0.18889912962913513,-0.04767125844955444,-0.2345758080482483,-0.07396900653839111,-0.31397032737731934,-0.07284283638000488,-0.22614556550979614,-0.05894434452056885,-0.1721489429473877,0.0038442611694335938,-0.2309437394142151,-0.02993452548980713,-0.28350093960762024,-0.03690546751022339,-0.2204415202140808,-0.02766209840774536,-0.17548468708992004
fist,0.0,0.0,-0.08184155821800232,-0.05345451831817627,-0.13355880975723267,-0.13186287879943848,-0.1308557689189911,-0.2197464108467102,-0.09557914733886719,-0.2822280824184418,-0.12737107276916504,-0.20732718706130981,-0.16275662183761597,-0.30058038234710693,-0.14720278978347778,-0.2357088029384613,-0.1268218755722046,-0.18680131435394287,-0.08565521240234375,-0.2226693034172058,-0.11559328436851501,-0.3181127607822418,-0.10794144868850708,-0.2380313277244568,-0.09241312742233276,-0.19021821022033691,-0.03970921039581299,-0.2279418408870697,-0.06597328186035156,-0.3143313527107239,-0.06716832518577576,-0.230929434299469,-0.055377066135406494,-0.17931172251701355,0.010392725467681885,-0.22239288687705994,-0.021068990230560303,-0.28166255354881287,-0.02875053882598877,-0.22226303815841675,-0.020753324031829834,-0.17872118949890137
fist,0.0,0.0,-0.08106404542922974,-0.04679536819458008,-0.13316816091537476,-0.13906115293502808,-0.12242746353149414,-0.22465825080871582,-0.08798408508300781,-0.266640305519104,-0.13328871130943298,-0.2101764678955078,-0.17090380191802979,-0.2905246913433075,-0.14939188957214355,-0.22633272409439087,-0.12472289800643921,-0.18277913331985474,-0.09235656261444092,-0.22555243968963623,-0.11871778964996338,-0.3048439621925354,-0.10131806135177612,-0.22717717289924622,-0.08374470472335815,-0.18764913082122803,-0.0477871298789978,-0.2291780710220337,-0.07105797529220581,-0.29351863265037537,-0.06233382225036621,-0.2191494107246399,-0.050017714500427246,-0.18415451049804688,-0.0008652806282043457,-0.22253617644309998,-0.02786266803741455,-0.26500821113586426,-0.02842581272125244,-0.2115369439125061,-0.01942133903503418,-0.1829204559326172
fist,0.0,0.0,-0.08022403717041016,-0.04737478494644165,-0.1270795464515686,-0.1312670111656189,-0.11594700813293457,-0.21321552991867065,-0.08789891004562378,-0.26223891973495483,-0.12787997722625732,-0.21029049158096313,-0.16088217496871948,-0.28600388765335083,-0.1423436999320984,-0.2207643985748291,-0.11928984522819519,-0.17717817425727844,-0.08852162957191467,-0.22460222244262695,-0.11445367336273193,-0.30050864815711975,-0.10198822617530823,-0.22439241409301758,-0.08550786972045898,-0.18731671571731567,-0.04448908567428589,-0.22782960534095764,-0.06720525026321411,-0.28957653045654297,-0.06299257278442383,-0.21451836824417114,-0.051620662212371826,-0.18015137314796448,0.0024288296699523926,-0.21976059675216675,-0.02348393201828003,-0.26329630613327026,-0.028079986572265625,-0.20873045921325684,-0.020808160305023193,-0.17926830053329468
fist,0.0,0.0,-0.07546108961105347,-0.04704707860946655,-0.12436959147453308,-0.1349942684173584,-0.10827898979187012,-0.21569198369979858,-0.06542164087295532,-0.25122278928756714,-0.11379280686378479,-0.20846247673034668,-0.14211639761924744,-0.29276126623153687,-0.1316664218902588,-0.22245284914970398,-0.11449992656707764,-0.1770455241203308,-0.07265365123748779,-0.2189449667930603,-0.09497398138046265,-0.30758005380630493,-0.09059613943099976,-0.22438925504684448,-0.07713150978088379,-0.18467888236045837,-0.027693867683410645,-0.21948832273483276,-0.04518604278564453,-0.2871144413948059,-0.046728551387786865,-0.20549580454826355,-0.03720211982727051,-0.1694737672805786,0.019703030586242676,-0.20970207452774048,-0.0015252232551574707,-0.2637588381767273,-0.009020209312438965,-0.208870530128479,-0.0016379356384277344,-0.17869871854782104
fist,0.0,0.0,-0.08524185419082642,-0.050530195236206055,-0.12929311394691467,-0.13563835620880127,-0.10299575328826904,-0.21639621257781982,-0.05883681774139404,-0.2509516477584839,-0.1270676851272583,-0.19791024923324585,-0.15654084086418152,-0.2767353057861328,-0.14295902848243713,-0.22623968124389648,-0.12496915459632874,-0.17931732535362244,-0.0866885781288147,-0.21366971731185913,-0.10839921236038208,-0.29758554697036743,-0.09658807516098022,-0.23557114601135254,-0.08404338359832764,-0.188267320394516,-0.04387921094894409,-0.21943989396095276,-0.061603426933288574,-0.29378560185432434,-0.05834752321243286,-0.23621201515197754,-0.050506591796875,-0.1925089955329895,0.0038175582885742188,-0.21660518646240234,-0.0167921781539917,-0.2720210552215576,-0.019135475158691406,-0.23425140976905823,-0.014471590518951416,-0.20091304183006287
fist,0.0,0.0,-0.08405223488807678,-0.03729921579360962,-0.13488584756851196,-0.1212458610534668,-0.11358323693275452,-0.2036493718624115,-0.07291081547737122,-0.24430352449417114,-0.12850713729858398,-0.1961134672164917,-0.1616874635219574,-0.2692306637763977,-0.15001091361045837,-0.2130843997001648,-0.13023918867111206,-0.17277568578720093,-0.09102186560630798,-0.2117508351802826,-0.1185770034790039,-0.284480482339859,-0.10665413737297058,-0.21818667650222778,-0.0902915894985199,-0.17582708597183228,-0.04978775978088379,-0.21752598881721497,-0.07668542861938477,-0.2840544581413269,-0.07048332691192627,-0.21900194883346558,-0.05753481388092041,-0.17597877979278564,-0.0033702850341796875,-0.21466100215911865,-0.0326879620552063,-0.2648845911026001,-0.035023272037506104,-0.2178911566734314,-0.02593076229095459,-0.18168753385543823
